fecha,region,canal,categoria,visitas,clientes,unidades,importe
2026-05-24,Este,tienda,Electrónica,160,45,30,3293.3
2026-05-24,Este,tienda,Moda,409,93,6,1233.9
2026-05-24,Este,tienda,Hogar,462,131,8,805.49
2026-05-24,Este,tienda,Alimentación,323,81,22,888.49
2026-05-24,Este,tienda,Deporte,263,21,32,7138.18
2026-05-24,Este,telefono,Electrónica,490,136,11,5472.3
2026-05-24,Este,telefono,Moda,148,19,8,978.55
2026-05-24,Este,telefono,Hogar,457,108,35,
2026-05-24,Este,telefono,Alimentación,450,63,31,13311.51
2026-05-24,Este,telefono,Deporte,360,11,48,9964.8
2026-05-24,Este,app,Electrónica,109,31,12,623.91
2026-05-24,Este,app,Moda,212,64,29,5721.08
2026-05-24,Este,app,Hogar,466,125,40,13342.55
2026-05-24,Este,app,Alimentación,256,17,21,6494.54
2026-05-24,Este,app,Deporte,291,18,17,4683.04
2026-05-24,Este,desconocido,Electrónica,161,26,10,4762.12
2026-05-24,Este,desconocido,Moda,62,20,30,8466.42
2026-05-24,Este,desconocido,Hogar,199,59,44,10928.76
2026-05-24,Este,desconocido,Alimentación,368,112,15,7386.6
2026-05-24,Este,desconocido,Deporte,93,24,45,11484.87
2026-05-24,Oeste,web,Electrónica,466,84,36,11929.91
2026-05-24,Oeste,web,Moda,77,8,1,59.01
2026-05-24,Oeste,web,Hogar,224,70,36,2738.9
2026-05-24,Oeste,web,Alimentación,411,5,11,802.03
2026-05-24,Oeste,web,Deporte,220,26,36,17209.12
2026-05-24,Oeste,tienda,Electrónica,324,66,7,2976.31
2026-05-24,Oeste,tienda,Moda,127,40,7,556.65
2026-05-24,Oeste,tienda,Hogar,125,14,14,2763.75
2026-05-24,Oeste,tienda,Alimentación,490,66,20,4927.87
2026-05-24,Oeste,tienda,Deporte,111,15,8,1340.01
2026-05-24,Oeste,telefono,Electrónica,161,21,32,15339.63
2026-05-24,Oeste,telefono,Moda,78,20,48,9129.24
2026-05-24,Oeste,telefono,Hogar,334,56,46,4294.93
2026-05-24,Oeste,telefono,Alimentación,419,121,34,2726.18
2026-05-24,Oeste,telefono,Deporte,344,11,46,18589.17
2026-05-24,Oeste,app,Electrónica,407,114,18,8058.68
2026-05-24,Oeste,app,Moda,411,8,44,18942.54
2026-05-24,Oeste,app,Hogar,324,68,40,12194.93
2026-05-24,Oeste,app,Alimentación,281,48,15,1446.68
2026-05-24,Oeste,app,Deporte,426,105,23,3494.58
2026-05-24,Oeste,desconocido,Electrónica,268,56,22,10220.96
2026-05-24,Oeste,desconocido,Moda,144,6,46,5878.48
2026-05-24,Oeste,desconocido,Hogar,368,75,28,11793.24
2026-05-24,Oeste,desconocido,Alimentación,432,21,4,1922.72
2026-05-24,Oeste,desconocido,Deporte,154,28,8,1867.29
2026-05-25,Norte,web,Electrónica,187,21,43,19974.32
2026-05-25,Norte,web,Moda,112,27,30,3633.91
2026-05-25,Norte,web,Hogar,184,20,23,10502.7
2026-05-25,Norte,web,Alimentación,420,69,48,14018.26
2026-05-25,Norte,web,Deporte,312,41,32,10961.73
2026-05-25,Norte,tienda,Electrónica,319,15,19,942.4
2026-05-25,Norte,,Moda,349,32,40,7764.54
2026-05-25,Norte,tienda,Hogar,397,64,12,2013.76
2026-05-25,Norte,tienda,Alimentación,389,30,26,11633.47
2026-05-25,Norte,tienda,Deporte,403,6,7,1577.08
2026-05-25,Norte,telefono,Electrónica,124,35,3,311.77
2026-05-25,Norte,telefono,Moda,322,56,7,2086.8
2026-05-25,Norte,telefono,Hogar,414,20,37,4567.02
2026-05-25,Norte,telefono,Alimentación,170,55,21,2397.08
2026-05-25,Norte,telefono,Deporte,194,41,14,3084.53
2026-05-25,Norte,app,Electrónica,217,26,45,3561.87
2026-05-25,Norte,app,Moda,285,84,49,10733.51
2026-05-25,Norte,app,Hogar,258,25,26,5316.55
2026-05-25,Norte,,Alimentación,260,33,20,4366.94
2026-05-25,Norte,app,Deporte,146,29,25,3878.55
2026-05-25,Norte,desconocido,Electrónica,331,83,26,5978.27
2026-05-25,Norte,desconocido,Moda,176,36,9,2618.95
2026-05-25,Norte,desconocido,Hogar,401,87,30,1587.85
2026-05-25,Norte,desconocido,Alimentación,142,28,38,7956.4
2026-05-25,Norte,desconocido,Deporte,50,15,40,1361.83
2026-05-25,Sur,web,Electrónica,207,57,46,6607.1
2026-05-25,Sur,web,Moda,334,27,34,13439.63
2026-05-25,Sur,web,Hogar,261,65,13,4464.6
2026-05-25,Sur,web,Alimentación,440,12,23,6107.05
2026-05-25,Sur,web,Deporte,263,79,22,6585.5
2026-05-25,Sur,tienda,Electrónica,231,71,30,13742.31
2026-05-25,Sur,tienda,Moda,449,8,15,7155.65
2026-05-25,Sur,tienda,Hogar,69,5,17,4514.3
2026-05-25,Sur,tienda,Alimentación,213,34,4,1585.11
2026-05-25,Sur,tienda,Deporte,73,19,31,13056.52
2026-05-25,Sur,telefono,Electrónica,429,124,15,7059.79
2026-05-25,Sur,telefono,Moda,311,91,3,538.41
2026-05-25,Sur,telefono,Hogar,242,21,29,10726.48
2026-05-25,Sur,telefono,Alimentación,446,17,38,3416.69
2026-05-25,Sur,telefono,Deporte,231,67,30,5989.41
2026-05-25,Sur,app,Electrónica,465,11,8,3442.35
2026-05-25,Sur,app,Moda,348,101,46,12994.82
2026-05-25,Sur,app,Hogar,253,78,34,4777.61
2026-05-25,Sur,app,Alimentación,62,8,36,8354.24
2026-05-25,Sur,app,Deporte,396,87,22,5761.88
2026-05-25,Sur,desconocido,Electrónica,324,40,6,1469.42
2026-05-25,Sur,desconocido,Moda,76,21,11,3573.33
2026-05-25,Sur,desconocido,Hogar,105,33,31,1865.82
2026-05-25,Sur,desconocido,Alimentación,89,5,47,7063.12
2026-05-25,Sur,desconocido,Deporte,374,13,5,2374.06
2026-05-25,Centro,web,Electrónica,152,37,38,7761.88
2026-05-25,Centro,,Moda,324,6,11,3881.75
2026-05-25,Centro,web,Hogar,340,89,25,2219.72
2026-05-25,Centro,web,Alimentación,424,10,36,14126.89
2026-05-25,Centro,web,Deporte,405,12,4,348.88
2026-05-25,Centro,tienda,Electrónica,306,62,1,72.79
2026-05-25,Centro,,Moda,141,22,24,8450.8
2026-05-25,Centro,tienda,Hogar,482,32,23,1313.55
2026-05-25,Centro,tienda,Alimentación,187,18,39,1589.14
2026-05-25,Centro,tienda,Deporte,470,45,25,6138.68
2026-05-25,Centro,telefono,Electrónica,389,22,4,1630.4
2026-05-25,Centro,telefono,Moda,67,7,6,1436.17
2026-05-25,Centro,telefono,Hogar,320,95,32,15319.07
2026-05-25,Centro,telefono,Alimentación,391,31,15,715.32
2026-05-25,Centro,telefono,Deporte,190,30,3,817.69
2026-05-25,Centro,app,Electrónica,162,10,11,4261.48
2026-05-25,Centro,app,Moda,479,90,29,12094.44
2026-05-25,Centro,,Hogar,422,13,21,6155.99
2026-05-25,Centro,app,Alimentación,305,56,34,16198.88
2026-05-25,Centro,app,Deporte,209,59,33,
2026-05-25,Centro,desconocido,Electrónica,155,11,13,4392.21
2026-05-25,Centro,desconocido,Moda,63,15,2,722.24
2026-05-25,Centro,desconocido,Hogar,353,95,8,3997.92
2026-05-25,Centro,desconocido,Alimentación,195,30,31,1774.52
2026-05-25,Centro,desconocido,Deporte,302,94,12,3062.64
2026-05-25,Este,web,Electrónica,232,57,45,10436.8
2026-05-25,Este,web,Moda,499,49,18,4467.11
2026-05-25,Este,web,Hogar,132,29,38,7141.06
2026-05-25,Este,web,Alimentación,88,11,16,2402.97
2026-05-25,Este,web,Deporte,273,29,45,6972.91
2026-05-25,Este,tienda,Electrónica,115,20,39,3695.19
2026-05-25,Este,tienda,Moda,436,131,21,1160.32
2026-05-25,Este,tienda,Hogar,430,61,25,11198.97
2026-05-25,Este,tienda,Alimentación,136,12,4,112.82
2026-05-25,Este,tienda,Deporte,213,17,41,16476.69
2026-05-25,Este,telefono,Electrónica,394,80,29,13584.57
2026-05-25,Este,telefono,Moda,203,57,14,3904.95
2026-05-25,Este,telefono,Hogar,341,14,26,10939.12
2026-05-25,Este,telefono,Alimentación,58,11,26,594.15
2026-05-25,Este,telefono,Deporte,263,20,29,8170.62
2026-05-25,Este,app,Electrónica,424,57,20,4851.82
2026-05-25,Este,app,Moda,91,17,41,16426.48
2026-05-25,Este,app,Hogar,484,10,33,15781.14
2026-05-25,Este,app,Alimentación,170,30,48,19374.19
2026-05-25,Este,app,Deporte,471,57,23,3958.9
2026-05-25,Este,desconocido,Electrónica,403,95,15,1601.59
2026-05-25,Este,desconocido,Moda,96,9,20,5908.71
2026-05-25,Este,desconocido,Hogar,93,29,30,1663.13
2026-05-25,Este,desconocido,Alimentación,407,46,20,6239.87
2026-05-25,Este,desconocido,Deporte,426,28,6,1913.38
2026-05-25,Oeste,web,Electrónica,59,6,31,6203.95
2026-05-25,Oeste,web,Moda,95,33,1,212.82
2026-05-25,Oeste,web,Hogar,489,5,21,8816.62
2026-05-25,Oeste,web,Alimentación,112,19,36,16278.5
2026-05-25,Oeste,web,Deporte,224,29,16,3997.44
2026-05-25,Oeste,tienda,Electrónica,453,52,18,944.7
2026-05-25,Oeste,tienda,Moda,160,47,42,
2026-05-25,Oeste,tienda,Hogar,210,18,24,5174.8
2026-05-25,Oeste,tienda,Alimentación,315,40,31,
2026-05-25,Oeste,tienda,Deporte,151,16,41,6271.15
2026-05-25,Oeste,telefono,Electrónica,486,37,23,8179.09
2026-05-25,Oeste,telefono,Moda,372,20,25,5682.23
2026-05-25,Oeste,,Hogar,331,42,35,5280.82
2026-05-25,Oeste,telefono,Alimentación,297,51,39,3907.62
2026-05-25,Oeste,telefono,Deporte,480,46,38,12974.62
2026-05-25,Oeste,app,Electrónica,463,74,38,11661.81
2026-05-25,Oeste,app,Moda,415,83,23,1003.66
2026-05-25,Oeste,app,Hogar,308,18,17,
2026-05-25,Oeste,app,Alimentación,153,33,35,11189.93
2026-05-25,Oeste,app,Deporte,256,20,33,13997.89
2026-05-25,Oeste,desconocido,Electrónica,437,79,41,14739.55
2026-05-25,Oeste,desconocido,Moda,58,15,6,2008.01
2026-05-25,Oeste,desconocido,Hogar,409,52,37,11962.36
2026-05-25,Oeste,desconocido,Alimentación,345,78,18,8311.14
2026-05-25,Oeste,desconocido,Deporte,145,45,45,11437.64
2026-05-26,Norte,web,Electrónica,307,79,46,5242.71
2026-05-26,Norte,web,Moda,440,30,11,1897.91
2026-05-26,Norte,web,Hogar,434,25,15,2513.08
2026-05-26,Norte,web,Alimentación,104,19,36,7639.69
2026-05-26,Norte,web,Deporte,279,87,49,6057.18
2026-05-26,Norte,tienda,Electrónica,275,63,12,681.14
2026-05-26,Norte,tienda,Moda,447,85,49,24008.72
2026-05-26,Norte,tienda,Hogar,410,76,17,3321.62
2026-05-26,Norte,tienda,Alimentación,129,18,46,12275.11
2026-05-26,Norte,,Deporte,218,63,29,13794.76
2026-05-26,Norte,telefono,Electrónica,233,14,40,19782.21
2026-05-26,Norte,telefono,Moda,323,77,8,243.74
2026-05-26,Norte,telefono,Hogar,333,44,1,200.98
2026-05-26,Norte,telefono,Alimentación,62,20,26,11730.27
2026-05-26,Norte,telefono,Deporte,424,41,10,565.83
2026-05-26,Norte,app,Electrónica,418,102,6,1693.92
2026-05-26,Norte,app,Moda,99,12,2,46.89
2026-05-26,Norte,app,Hogar,291,67,8,2798.55
2026-05-26,Norte,app,Alimentación,101,16,45,
2026-05-26,Norte,app,Deporte,358,67,31,14913.74
2026-05-26,Norte,desconocido,Electrónica,95,14,49,20838.73
2026-05-26,Norte,desconocido,Moda,111,15,9,3925.58
2026-05-26,Norte,desconocido,Hogar,288,13,12,2919.4
2026-05-26,Norte,desconocido,Alimentación,266,51,36,5732.08
2026-05-26,Norte,desconocido,Deporte,372,57,18,8173.24
2026-05-26,Sur,web,Electrónica,163,19,19,9357.87
2026-05-26,Sur,web,Moda,481,24,37,4388.51
2026-05-26,Sur,web,Hogar,438,68,7,1936.99
2026-05-26,Sur,web,Alimentación,494,114,46,11715.71
2026-05-26,Sur,,Deporte,314,13,22,3013.65
2026-05-26,Sur,tienda,Electrónica,375,59,13,5044.04
2026-05-26,Sur,tienda,Moda,493,144,43,19822.46
2026-05-26,Sur,tienda,Hogar,93,17,5,832.41
2026-05-26,Sur,tienda,Alimentación,490,58,28,3694.94
2026-05-26,Sur,tienda,Deporte,396,82,38,16700.07
2026-05-26,Sur,telefono,Electrónica,62,6,24,7110.65
2026-05-26,Sur,telefono,Moda,383,95,18,8501.14
2026-05-26,Sur,telefono,Hogar,138,17,23,3648.92
2026-05-26,Sur,telefono,Alimentación,194,14,23,7181.18
2026-05-26,Sur,telefono,Deporte,218,6,19,3034.64
2026-05-26,Sur,app,Electrónica,76,6,30,12177.01
2026-05-26,Sur,app,Moda,481,118,8,3170.24
2026-05-26,Sur,app,Hogar,472,61,38,7194.5
2026-05-26,Sur,app,Alimentación,468,95,5,1209.08
2026-05-26,Sur,app,Deporte,141,40,10,4066.41
2026-05-26,Sur,desconocido,Electrónica,197,17,11,1998.74
2026-05-26,Sur,desconocido,Moda,350,64,4,972.27
2026-05-26,Sur,desconocido,Hogar,319,99,28,3966.63
2026-05-26,Sur,desconocido,Alimentación,50,11,28,6328.59
2026-05-26,Sur,desconocido,Deporte,494,53,47,13964.03
2026-05-26,Centro,web,Electrónica,102,16,25,812.35
2026-05-26,Centro,web,Moda,160,47,18,2100.48
2026-05-26,Centro,web,Hogar,413,97,1,200.66
2026-05-26,Centro,web,Alimentación,105,22,25,8838.65
2026-05-26,Centro,web,Deporte,115,21,10,2418.71
2026-05-26,Centro,tienda,Electrónica,442,58,17,4640.21
2026-05-26,Centro,,Moda,441,114,2,869.85
2026-05-26,Centro,tienda,Hogar,492,143,6,2959.12
2026-05-26,Centro,tienda,Alimentación,116,39,38,3992.79
2026-05-26,Centro,tienda,Deporte,119,15,48,12949.38
2026-05-26,Centro,telefono,Electrónica,104,28,41,10683.83
2026-05-26,Centro,telefono,Moda,107,22,3,214.65
2026-05-26,Centro,,Hogar,220,12,5,658.5
2026-05-26,Centro,telefono,Alimentación,181,28,8,291.88
2026-05-26,Centro,telefono,Deporte,211,47,10,3593.76
2026-05-26,Centro,app,Electrónica,415,67,43,1912.1
2026-05-26,Centro,app,Moda,288,50,40,8582.57
2026-05-26,Centro,app,Hogar,360,95,10,2630.01
2026-05-26,Centro,app,Alimentación,99,6,45,8431.52
2026-05-26,Centro,app,Deporte,160,44,15,3695.39
2026-05-26,Centro,desconocido,Electrónica,325,62,15,573.0
2026-05-26,Centro,desconocido,Moda,441,71,19,8674.43
2026-05-26,Centro,desconocido,Hogar,213,15,16,5653.6
2026-05-26,Centro,desconocido,Alimentación,450,52,20,1707.79
2026-05-26,Centro,desconocido,Deporte,159,9,5,1189.46
2026-05-26,Este,web,Electrónica,395,101,30,14707.56
2026-05-26,Este,web,Moda,481,75,22,10394.49
2026-05-26,Este,web,Hogar,443,31,15,5494.9
2026-05-26,Este,web,Alimentación,385,30,35,16816.64
2026-05-26,Este,web,Deporte,229,62,32,4029.96
2026-05-26,Este,tienda,Electrónica,495,119,49,3854.95
2026-05-26,Este,tienda,Moda,455,10,43,9837.56
2026-05-26,Este,tienda,Hogar,240,20,25,4235.6
2026-05-26,Este,tienda,Alimentación,350,84,4,1806.62
2026-05-26,Este,tienda,Deporte,103,20,33,1687.6
2026-05-26,Este,telefono,Electrónica,467,92,38,16477.01
2026-05-26,Este,telefono,Moda,469,58,24,6939.76
2026-05-26,Este,telefono,Hogar,286,8,10,2591.11
2026-05-26,Este,telefono,Alimentación,116,35,27,5041.59
2026-05-26,Este,telefono,Deporte,228,24,46,21540.37
2026-05-26,Este,app,Electrónica,424,109,3,1099.57
2026-05-26,Este,app,Moda,235,6,2,191.63
2026-05-26,Este,,Hogar,260,41,9,2160.58
2026-05-26,Este,app,Alimentación,228,46,44,13300.92
2026-05-26,Este,app,Deporte,157,43,5,2198.67
2026-05-26,Este,desconocido,Electrónica,175,18,12,1180.16
2026-05-26,Este,desconocido,Moda,379,20,26,4930.41
2026-05-26,Este,desconocido,Hogar,452,107,1,106.63
2026-05-26,Este,desconocido,Alimentación,398,102,27,2263.73
2026-05-26,Este,desconocido,Deporte,260,50,24,10322.95
2026-05-26,Oeste,web,Electrónica,137,38,31,13875.28
2026-05-26,Oeste,web,Moda,461,110,26,5134.55
2026-05-26,Oeste,web,Hogar,302,36,29,13580.64
2026-05-26,Oeste,,Alimentación,338,54,4,966.6
2026-05-26,Oeste,web,Deporte,272,32,3,98.67
2026-05-26,Oeste,tienda,Electrónica,405,69,6,2683.19
2026-05-26,Oeste,tienda,Moda,407,49,29,12820.16
2026-05-26,Oeste,tienda,Hogar,104,29,27,1158.87
2026-05-26,Oeste,,Alimentación,395,71,17,3655.63
2026-05-26,Oeste,tienda,Deporte,389,61,41,14680.45
2026-05-26,Oeste,telefono,Electrónica,326,81,35,3087.4
2026-05-26,Oeste,telefono,Moda,419,106,38,17827.64
2026-05-26,Oeste,telefono,Hogar,382,51,12,2167.67
2026-05-26,Oeste,telefono,Alimentación,259,30,40,10100.97
2026-05-26,Oeste,telefono,Deporte,267,51,2,590.87
2026-05-26,Oeste,app,Electrónica,406,48,23,3382.61
2026-05-26,Oeste,,Moda,263,20,20,4116.46
2026-05-26,Oeste,app,Hogar,91,9,8,1953.68
2026-05-26,Oeste,app,Alimentación,81,21,38,7197.31
2026-05-26,Oeste,app,Deporte,110,17,32,5730.2
2026-05-26,Oeste,desconocido,Electrónica,311,65,14,3778.43
2026-05-26,Oeste,desconocido,Moda,143,34,42,2990.72
2026-05-26,Oeste,desconocido,Hogar,298,75,3,1449.98
2026-05-26,Oeste,desconocido,Alimentación,115,18,37,18047.7
2026-05-26,Oeste,desconocido,Deporte,352,26,10,2023.79
2026-05-27,Norte,web,Electrónica,235,65,46,10023.97
2026-05-27,Norte,web,Moda,63,17,13,6302.18
2026-05-27,Norte,web,Hogar,107,10,25,8334.9
2026-05-27,Norte,web,Alimentación,284,7,48,21136.11
2026-05-27,Norte,web,Deporte,344,92,36,13685.4
2026-05-27,Norte,,Electrónica,440,22,6,1011.81
2026-05-27,Norte,,Moda,398,72,14,5227.97
2026-05-27,Norte,tienda,Hogar,388,63,11,3213.5
2026-05-27,Norte,tienda,Alimentación,87,29,16,7236.55
2026-05-27,Norte,tienda,Deporte,430,64,25,12351.03
2026-05-27,Norte,telefono,Electrónica,81,5,8,626.34
2026-05-27,Norte,telefono,Moda,490,134,35,16405.22
2026-05-27,Norte,telefono,Hogar,420,32,15,4417.67
2026-05-27,Norte,telefono,Alimentación,221,63,38,8323.22
2026-05-27,Norte,telefono,Deporte,445,14,46,20590.14
2026-05-27,Norte,app,Electrónica,334,22,29,10456.63
2026-05-27,Norte,app,Moda,96,28,11,1948.01
2026-05-27,Norte,app,Hogar,332,63,20,5467.59
2026-05-27,Norte,app,Alimentación,335,44,49,4941.1
2026-05-27,Norte,app,Deporte,415,36,10,422.95
2026-05-27,Norte,desconocido,Electrónica,104,7,36,12046.86
2026-05-27,Norte,desconocido,Moda,367,113,17,2764.15
2026-05-27,Norte,desconocido,Hogar,162,35,6,2729.59
2026-05-27,Norte,desconocido,Alimentación,281,24,41,8309.54
2026-05-27,Norte,desconocido,Deporte,443,117,24,11699.91
2026-05-27,Sur,web,Electrónica,348,14,31,10156.47
2026-05-27,Sur,web,Moda,158,38,17,
2026-05-27,Sur,web,Hogar,401,42,26,10320.48
2026-05-27,Sur,web,Alimentación,263,38,41,3901.52
2026-05-27,Sur,web,Deporte,61,8,47,10858.33
2026-05-27,Sur,tienda,Electrónica,136,29,46,15215.52
2026-05-27,Sur,tienda,Moda,395,46,11,4624.78
2026-05-27,Sur,tienda,Hogar,363,94,8,2228.61
2026-05-27,Sur,tienda,Alimentación,407,62,13,6483.28
2026-05-27,Sur,tienda,Deporte,277,62,17,1624.82
2026-05-27,Sur,telefono,Electrónica,253,74,44,3854.4
2026-05-27,Sur,telefono,Moda,313,14,47,19740.05
2026-05-27,Sur,telefono,Hogar,319,95,41,14136.84
2026-05-27,Sur,telefono,Alimentación,50,16,11,3555.57
2026-05-27,Sur,telefono,Deporte,440,70,15,1172.83
2026-05-27,Sur,app,Electrónica,345,46,35,12279.97
2026-05-27,Sur,app,Moda,106,10,8,3581.89
2026-05-27,Sur,app,Hogar,392,8,48,17471.9
2026-05-27,Sur,app,Alimentación,262,74,49,8621.33
2026-05-27,Sur,app,Deporte,450,30,3,1244.58
2026-05-27,Sur,desconocido,Electrónica,87,11,20,7259.16
2026-05-27,Sur,desconocido,Moda,459,40,26,11489.28
2026-05-27,Sur,desconocido,Hogar,234,9,37,10376.05
2026-05-27,Sur,desconocido,Alimentación,322,55,45,1891.87
2026-05-27,Sur,desconocido,Deporte,219,21,4,1992.78
2026-05-27,Centro,web,Electrónica,92,13,19,3248.76
2026-05-27,Centro,web,Moda,464,21,48,5270.98
2026-05-27,Centro,web,Hogar,486,108,37,6733.55
2026-05-27,Centro,web,Alimentación,74,23,13,1955.01
2026-05-27,Centro,web,Deporte,438,15,24,6835.69
2026-05-27,Centro,tienda,Electrónica,118,6,40,13218.08
2026-05-27,Centro,tienda,Moda,469,79,9,765.55
2026-05-27,Centro,tienda,Hogar,401,64,12,1729.64
2026-05-27,Centro,tienda,Alimentación,92,20,43,14765.47
2026-05-27,Centro,tienda,Deporte,174,24,39,7138.78
2026-05-27,Centro,telefono,Electrónica,363,52,39,7679.76
2026-05-27,Centro,telefono,Moda,205,66,19,2602.19
2026-05-27,Centro,telefono,Hogar,390,30,36,14486.69
2026-05-27,Centro,telefono,Alimentación,185,6,29,
2026-05-27,Centro,telefono,Deporte,159,25,22,681.93
2026-05-27,Centro,app,Electrónica,157,9,41,12650.88
2026-05-27,Centro,app,Moda,102,28,22,561.42
2026-05-27,Centro,app,Hogar,496,66,18,
2026-05-27,Centro,app,Alimentación,430,131,1,
2026-05-27,Centro,app,Deporte,381,28,30,14755.44
2026-05-27,Centro,,Electrónica,355,106,7,2912.31
2026-05-27,Centro,desconocido,Moda,387,50,43,8915.57
2026-05-27,Centro,desconocido,Hogar,359,39,33,9975.39
2026-05-27,Centro,,Alimentación,495,65,26,5290.24
2026-05-27,Centro,desconocido,Deporte,90,9,2,950.98
2026-05-27,Este,web,Electrónica,447,73,42,15649.98
2026-05-27,Este,web,Moda,476,77,10,284.43
2026-05-27,Este,web,Hogar,230,10,33,3231.93
2026-05-27,Este,web,Alimentación,399,25,36,7814.91
2026-05-27,Este,web,Deporte,71,24,40,17683.07
2026-05-27,Este,tienda,Electrónica,67,21,38,3526.52
2026-05-27,Este,tienda,Moda,483,15,13,3778.89
2026-05-27,Este,tienda,Hogar,76,8,32,5938.94
2026-05-27,Este,tienda,Alimentación,485,35,36,12527.02
2026-05-27,Este,tienda,Deporte,220,5,44,9468.13
2026-05-27,Este,telefono,Electrónica,222,28,45,15180.93
2026-05-27,Este,telefono,Moda,135,41,39,5550.19
2026-05-27,Este,telefono,Hogar,169,32,13,687.1
2026-05-27,Este,telefono,Alimentación,68,15,38,7765.02
2026-05-27,Este,telefono,Deporte,118,19,43,21263.15
2026-05-27,Este,app,Electrónica,165,34,3,275.6
2026-05-27,Este,app,Moda,77,16,14,6030.69
2026-05-27,Este,app,Hogar,320,87,48,6433.52
2026-05-27,Este,,Alimentación,143,22,24,2423.44
2026-05-27,Este,app,Deporte,482,122,47,13182.39
2026-05-27,Este,desconocido,Electrónica,444,97,20,4069.66
2026-05-27,Este,desconocido,Moda,149,16,23,800.78
2026-05-27,Este,desconocido,Hogar,144,29,17,8121.4
2026-05-27,Este,desconocido,Alimentación,121,18,39,7651.79
2026-05-27,Este,desconocido,Deporte,166,50,45,20459.7
2026-05-27,Oeste,web,Electrónica,370,112,18,1366.24
2026-05-27,Oeste,web,Moda,323,51,31,7456.49
2026-05-27,Oeste,web,Hogar,247,12,40,14618.04
2026-05-27,Oeste,web,Alimentación,134,8,7,1507.3
2026-05-27,Oeste,web,Deporte,321,10,14,1008.99
2026-05-27,Oeste,tienda,Electrónica,218,39,10,2164.85
2026-05-27,Oeste,tienda,Moda,376,22,19,3969.59
2026-05-27,Oeste,tienda,Hogar,91,29,30,5901.62
2026-05-27,Oeste,tienda,Alimentación,136,9,41,11127.42
2026-05-27,Oeste,tienda,Deporte,470,139,5,1841.63
2026-05-27,Oeste,telefono,Electrónica,60,6,35,
2026-05-27,Oeste,telefono,Moda,192,42,1,456.05
2026-05-27,Oeste,telefono,Hogar,52,18,2,996.94
2026-05-27,Oeste,telefono,Alimentación,219,10,41,2899.05
2026-05-27,Oeste,telefono,Deporte,346,75,46,12069.54
2026-05-27,Oeste,app,Electrónica,187,25,6,1863.09
2026-05-27,Oeste,app,Moda,76,13,6,1921.14
2026-05-27,Oeste,app,Hogar,85,25,27,6199.92
2026-05-27,Oeste,app,Alimentación,148,49,19,6809.79
2026-05-27,Oeste,app,Deporte,424,67,6,2089.86
2026-05-27,Oeste,desconocido,Electrónica,364,29,17,2063.84
2026-05-27,Oeste,desconocido,Moda,329,42,24,6538.29
2026-05-27,Oeste,desconocido,Hogar,119,20,45,13251.1
2026-05-27,Oeste,desconocido,Alimentación,458,35,21,8632.87
2026-05-27,Oeste,desconocido,Deporte,89,18,41,10498.51
2026-05-28,Norte,web,Electrónica,477,61,2,621.88
2026-05-28,Norte,web,Moda,496,40,33,2919.47
2026-05-28,Norte,web,Hogar,140,29,28,11921.3
2026-05-28,Norte,web,Alimentación,234,58,44,5435.4
2026-05-28,Norte,web,Deporte,104,33,31,9096.1
2026-05-28,Norte,,Electrónica,185,46,7,2039.16
2026-05-28,Norte,tienda,Moda,276,67,43,16640.45
2026-05-28,Norte,tienda,Hogar,105,15,24,2296.94
2026-05-28,Norte,tienda,Alimentación,200,19,12,3623.33
2026-05-28,Norte,tienda,Deporte,256,80,16,3570.63
2026-05-28,Norte,telefono,Electrónica,467,108,7,3266.42
2026-05-28,Norte,telefono,Moda,323,72,49,10269.47
2026-05-28,Norte,telefono,Hogar,444,85,34,10095.19
2026-05-28,Norte,telefono,Alimentación,212,12,27,9142.98
2026-05-28,Norte,telefono,Deporte,263,68,1,159.35
2026-05-28,Norte,app,Electrónica,180,9,1,374.92
2026-05-28,Norte,app,Moda,443,108,46,17290.0
2026-05-28,Norte,app,Hogar,469,103,9,4184.94
2026-05-28,Norte,app,Alimentación,466,100,16,6816.76
2026-05-28,Norte,app,Deporte,203,65,31,3347.41
2026-05-28,Norte,desconocido,Electrónica,147,16,22,4424.58
2026-05-28,Norte,desconocido,Moda,158,31,17,7822.58
2026-05-28,Norte,desconocido,Hogar,448,83,18,4068.44
2026-05-28,Norte,desconocido,Alimentación,96,26,25,6792.51
2026-05-28,Norte,desconocido,Deporte,186,57,45,18355.37
2026-05-28,Sur,web,Electrónica,379,27,15,1407.55
2026-05-28,Sur,web,Moda,496,113,41,10227.4
2026-05-28,Sur,web,Hogar,246,21,22,8925.67
2026-05-28,Sur,web,Alimentación,227,5,19,8186.5
2026-05-28,Sur,web,Deporte,443,32,34,16653.17
2026-05-28,Sur,tienda,Electrónica,489,114,36,7637.37
2026-05-28,Sur,tienda,Moda,203,47,18,4630.88
2026-05-28,Sur,tienda,Hogar,186,58,35,15106.78
2026-05-28,Sur,tienda,Alimentación,97,33,24,8611.53
2026-05-28,Sur,tienda,Deporte,315,43,28,4729.6
2026-05-28,Sur,telefono,Electrónica,114,21,36,14397.83
2026-05-28,Sur,telefono,Moda,205,52,33,3416.97
2026-05-28,Sur,telefono,Hogar,165,10,29,
2026-05-28,Sur,telefono,Alimentación,66,20,44,11901.96
2026-05-28,Sur,telefono,Deporte,134,16,24,1870.33
2026-05-28,Sur,app,Electrónica,441,32,16,6259.09
